file,info,label,f0
contour_1656_5_2,Incredulity,Yes/No Rise,"[-29.707645416259766, -33.1614875793457, -31.43457794189453, -19.34612464904785, 14.371797561645508, 62.51264572143555, 69.76398468017578, 73.90755462646484, 78.05322265625, 79.0883560180664, -91.8768310546875, -90.14990234375, -86.6960220336914, -81.51526641845703, -59.065311431884766, 99.8114242553711, 104.99221801757812, 110.17298126220703, 115.35377502441406, 122.2273178100586]"
contour_1656_5_3,Implication,RFR,"[-33.50617980957031, -36.61533737182617, -38.34223556518555, -40.06917953491211, -33.876861572265625, 87.72296142578125, 115.35377502441406, 130.89598083496094, 136.0767822265625, 118.80760192871094, -77.02425384521484, 13.709344863891602, 53.18449020385742, 57.33187484741211, 72.53534698486328, 212.06143188476562, 212.06143188476562, 212.06143188476562, 212.06143188476562, 212.06143188476562]"
contour_1656_6_1,Contradiction,Fall,"[91.52290344238281, 96.70708465576172, 101.53836822509766, 98.43402099609375, 93.24286651611328, 17.268722534179688, 8.284652709960938, 11.738473892211914, 12.08454418182373, -0.6912108063697815, -101.5465316772461, -102.23832702636719, -103.96524810791016, -109.14599609375, -113.29306030273438, -117.7806167602539, -111.90805053710938, -102.23832702636719, -92.56656646728516, -91.8768310546875]"
contour_1656_6_2,Incredulity,Yes/No Rise,"[6.912423610687256, 22.446029663085938, 29.007631301879883, 36.9542350769043, 46.60578536987305, 76.3262939453125, 72.52671813964844, 65.27294158935547, 59.06221008300781, 40.02088165283203, -93.60375213623047, -91.8768310546875, -90.14990234375, -86.6960220336914, -81.17091369628906, 22.099956512451172, 58.36526870727539, 84.26908874511719, 89.44989776611328, 89.44989776611328]"
contour_1656_7_2,Incredulity,Yes/No Rise,"[-4.171106338500977, 2.0739247798919678, 10.011551856994629, 22.408641815185547, 34.37716293334961, 120.1795425415039, 116.04730224609375, 111.89991760253906, 105.6736068725586, 99.3332748413086, -3.8037922382354736, -5.530718803405762, -3.8037922382354736, -0.34994396567344666, -0.34994396567344666, -84.9691162109375, -77.02253723144531, 130.89598083496094, 94.28595733642578, 115.70846557617188]"
contour_1657_5_1,Contradiction,No label,"[9.148036003112793, 5.6941914558410645, 0.5134459137916565, 0.5134459137916565, 10.798561096191406, 36.43753433227539, 44.38001251220703, 54.04798126220703, 63.72150802612305, 63.36923599243164, -49.22120666503906, -55.43777847290039, -59.92879104614258, -61.65571594238281, -55.7883186340332, -80.30575561523438, -76.16079711914062, -72.01721954345703, -63.7238883972168, -55.46337127685547]"
contour_1657_5_2,Incredulity,No label,"[0.5134459137916565, -2.9404237270355225, -6.394293785095215, -8.121211051940918, -8.121211051940918, -18.13663101196289, -21.9365177154541, -25.39039421081543, -28.8442325592041, -32.644508361816406, -36.09661865234375, -39.20578384399414, -39.20578384399414, -39.8955078125, -31.94172477722168, -9.848121643066406, -8.810942649841309, -6.394293785095215, 2.59505558013916, 14.964441299438477]"
contour_1657_5_3,Implication,No label,"[41.614845275878906, 37.47060012817383, 31.598003387451172, 30.562891006469727, 31.598003387451172, 6.731381893157959, 1.8956631422042847, -2.9404237270355225, -9.154594421386719, -23.308773040771484, -18.13663101196289, -13.301963806152344, -4.667365550994873, 36.10454559326172, 77.9041748046875, 48.53292465209961, 39.197509765625, 52.32107162475586, 73.75142669677734, 98.5861587524414]"
contour_1657_6_1,Contradiction,No label,"[48.86722183227539, 48.86722183227539, 48.86722183227539, 55.074893951416016, 61.1732292175293, 107.24125671386719, 111.38241577148438, 114.49019622802734, 114.49019622802734, 103.37073516845703, -39.550472259521484, -44.72776412963867, -49.567283630371094, -57.85236740112305, -69.31072998046875, -99.64796447753906, -89.97097778320312, -66.83645629882812, -56.47496795654297, -56.47496795654297]"
contour_1657_6_2,Incredulity,No label,"[46.10173797607422, 44.03255081176758, 41.95954132080078, 39.88618469238281, 37.80033493041992, 28.144176483154297, 27.45443344116211, 26.417236328125, 26.417236328125, 26.417236328125, -40.932682037353516, -42.65961837768555, -42.65961837768555, -39.20578384399414, -32.33216857910156, 26.771934509277344, 51.28767776489258, 59.22874450683594, 65.79173278808594, 73.04412078857422]"
contour_1657_7_1,Contradiction,No label,"[68.20771026611328, 66.13642883300781, 66.13642883300781, 66.13642883300781, 66.13642883300781, 126.23394775390625, 132.451171875, 135.21319580078125, 134.17808532714844, 122.07929992675781, -27.117311477661133, -32.29808807373047, -39.20578384399414, -46.11341857910156, -49.567283630371094, -25.39039421081543, -23.66347312927246, -21.9365177154541, -18.482704162597656, -18.482704162597656]"
contour_1657_7_3,Implication,No label,"[8.10948657989502, 6.040266990661621, 5.6941914558410645, 5.6941914558410645, 5.6941914558410645, -8.46590518951416, -10.883233070373535, -15.02888011932373, -18.133188247680664, -23.324264526367188, -37.47886276245117, -34.0250129699707, -28.8442325592041, -21.5870304107666, -14.684531211853027, -37.47886276245117, -34.0250129699707, -23.66347312927246, -13.301963806152344, 3.967294216156006]"
contour_1658_5_1,Contradiction,Fall,"[-40.146034240722656, -44.290283203125, -46.70901107788086, -46.01720428466797, -41.87981033325195, 27.21246910095215, 42.060874938964844, 53.45237731933594, 64.85628509521484, 79.001220703125, 48.2716064453125, 55.52537536621094, 63.81391143798828, 68.99466705322266, 57.260921478271484, -49.465904235839844, -63.97822570800781, -65.70513916015625, -63.97822570800781, -59.142154693603516]"
contour_1658_5_2,Incredulity,Yes/No Rise,"[20.640844345092773, 20.640844345092773, 24.094688415527344, 28.235225677490234, 32.32683563232422, 36.183170318603516, 34.456241607666016, 34.456241607666016, 32.729347229003906, 29.61463165283203, 5.790408611297607, 0.2639237940311432, 1.644750714302063, 3.371692657470703, -1.1172847747802734, 52.41725540161133, 55.52537536621094, 60.360069274902344, 65.19612884521484, 68.304931640625]"
contour_1658_6_1,Contradiction,Fall,"[16.8405818939209, 19.605731964111328, 22.367761611938477, 25.131887435913086, 27.882654190063477, 75.90238189697266, 75.90238189697266, 74.17544555664062, 71.41339874267578, 61.39204788208008, 48.96340560913086, 51.7254524230957, 51.7254524230957, 52.07152557373047, 51.7254524230957, -26.32204246520996, -37.72833251953125, -27.712892532348633, -26.330665588378906, -24.259033203125]"
contour_1658_6_2,Incredulity,Yes/No Rise,"[-5.2629475593566895, -4.5711445808410645, -1.8091011047363281, 0.9550255537033081, 3.7057204246520996, -7.334553241729736, -8.716797828674316, -10.443689346313477, -13.548009872436523, -21.866382598876953, -38.07440948486328, -36.34748840332031, -34.62059783935547, -31.51141929626465, -22.203134536743164, 59.33009719848633, 95.25318908691406, 122.52923583984375, 130.4740447998047, 138.07147216796875]"
contour_1658_6_3,Implication,RFR,"[-10.443689346313477, -10.443689346313477, -12.170613288879395, -12.170613288879395, -12.170613288879395, -18.04109001159668, -19.4229793548584, -20.805212020874023, -23.912961959838867, -36.039756774902344, -45.67182159423828, -48.435935974121094, -48.435935974121094, -50.162841796875, -52.930084228515625, -16.65782928466797, -0.7718942165374756, 10.27933120727539, 21.332645416259766, 32.384647369384766]"
contour_1658_7_1,Contradiction,Contradiction Contour,"[34.12015914916992, 57.94513702392578, 82.8100357055664, 102.49970245361328, 114.58641815185547, 131.1637725830078, 129.43685913085938, 127.70995330810547, 122.52923583984375, 113.20659637451172, 11.31823444366455, -8.024986267089844, -17.351350784301758, -20.805212020874023, -24.259033203125, -23.912961959838867, -16.314167022705078, -10.443689346313477, -4.5711445808410645, 6.137503623962402]"
contour_1658_7_2,Incredulity,Yes/No Rise,"[-0.0821450799703598, -0.0821450799703598, -0.0821450799703598, 2.6819491386413574, 5.432717323303223, 35.148048400878906, 38.25615692138672, 43.090843200683594, 46.5446891784668, 51.030548095703125, 92.13646697998047, 98.69840240478516, 106.98693084716797, 115.27685546875, 123.56640625, 165.3574981689453, 173.3016815185547, 184.69833374023438, 197.823974609375, 201.96755981445312]"
contour_1658_7_3,Implication,RFR,"[31.002408981323242, 31.002408981323242, 29.27549934387207, 27.548566818237305, 30.99386215209961, 35.144596099853516, 33.075416564941406, 32.729347229003906, 28.580575942993164, 24.38149070739746, 20.98691749572754, 20.640844345092773, 20.640844345092773, 18.9139347076416, 18.9139347076416, 12.006251335144043, 26.167707443237305, 53.45237731933594, 58.63315963745117, 49.99851989746094]"
contour_1659_5_2,Incredulity,Yes/No Rise,"[79.9486312866211, 86.16213989257812, 88.23373413085938, 88.23373413085938, 88.23373413085938, 114.13751220703125, 114.13751220703125, 115.86444091796875, 114.13751220703125, 109.99046325683594, 22.610759735107422, 40.23468780517578, 67.51067352294922, 77.18246459960938, 81.32603454589844, 115.86444091796875, 118.28318786621094, 124.49909210205078, 126.22600555419922, 126.22600555419922]"
contour_1659_6_1,Contradiction,Polarity Focus,"[-5.364695072174072, -0.874311625957489, 3.614628314971924, 1.887734293937683, -1.912533164024353, 22.610759735107422, 22.610759735107422, 31.245389938354492, 38.499149322509766, 39.19026184082031, 8.79540729522705, 0.16080617904663086, -8.473816871643066, -13.654596328735352, -24.016132354736328, -88.25688171386719, -133.1533660888672, -175.98509216308594, -170.112548828125, -167.35052490234375]"
contour_1659_6_2,Incredulity,Yes/No Rise,"[-21.94314956665039, -18.83536720275879, -18.83536720275879, -21.252029418945312, -28.531158447265625, -8.473816871643066, -10.200753211975098, -11.92767333984375, -19.855010986328125, -46.08868408203125, -115.54290771484375, -105.18138122558594, -98.27368927001953, -89.63909912109375, -79.277587890625, -24.016132354736328, -11.92767333984375, 27.791542053222656, 51.96842956542969, 34.69919967651367]"
contour_1659_6_3,Implication,Upstepped Fall,"[-75.82377624511719, -55.10072326660156, -34.377628326416016, -20.562284469604492, -15.381524085998535, -11.92767333984375, -11.92767333984375, -10.200753211975098, -10.200753211975098, -12.274092674255371, -25.743064880371094, -10.200753211975098, 7.068507671356201, 17.429990768432617, 29.51847267150879, -58.84916305541992, -133.1464385986328, -144.90054321289062, -145.2452392578125, -150.081298828125]"
contour_1659_7_1,Contradiction,Yes/No Rise,"[12.942760467529297, 22.274673461914062, 31.245389938354492, 40.23468780517578, 49.526153564453125, 76.14529418945312, 67.51067352294922, 64.05683135986328, 60.6030158996582, 45.06076431274414, -44.39313888549805, -47.501243591308594, -43.01228713989258, -38.521217346191406, -34.377628326416016, 5.687644958496094, 7.068507671356201, 7.068507671356201, 8.79540729522705, 11.89771842956543]"
contour_1659_7_2,Incredulity,Yes/No Rise,"[-35.42314529418945, -27.11527442932129, -17.108455657958984, -3.267247200012207, 10.2459135055542, 31.245389938354492, 32.97232437133789, 32.97232437133789, 34.354515075683594, 30.552196502685547, 39.8799934387207, 39.8799934387207, 38.153076171875, 38.153076171875, 34.3527717590332, -34.377628326416016, -32.99542236328125, -10.200753211975098, 27.10698127746582, 53.35409927368164]"
contour_1659_7_3,Implication,RFR,"[-64.77387237548828, -66.84304809570312, -67.18911743164062, -65.11787414550781, -63.0589485168457, -79.96733093261719, -82.73140716552734, -84.45832824707031, -86.18525695800781, -81.69937896728516, -84.45832824707031, -84.45832824707031, -86.18525695800781, -87.91218566894531, -89.98551940917969, -63.36497116088867, 34.36314392089844, 38.153076171875, 19.15690040588379, 25.719911575317383]"
contour_1663_6_2,Incredulity,Yes/No Rise,"[11.697651863098145, 13.773075103759766, 15.844657897949219, 17.915924072265625, 19.97487449645996, 21.025436401367188, 21.025436401367188, 21.025436401367188, 23.0966854095459, 25.15561866760254, -117.12809753417969, -117.81783294677734, -115.40119934082031, -112.98246002197266, -105.75501251220703, 15.844657897949219, 81.46761322021484, 110.82525634765625, 110.82525634765625, 110.82525634765625]"
contour_1677_7_2,Incredulity,Yes/No Rise,"[17.431190490722656, 25.371562957763672, 25.71626091003418, 27.44317626953125, 23.296142578125, -58.90283966064453, -80.65583038330078, -81.35279846191406, -74.7897720336914, -57.150115966796875, 95.14261627197266, 106.19354248046875, 115.51617431640625, 122.76995086669922, 130.7035369873047, 210.4967803955078, 212.2237091064453, 212.2237091064453, 213.95062255859375, 212.2237091064453]"
