file,info,label,f0
contour_1647_5_2,Incredulity,Yes/No Rise,"[21.180091857910156, 22.906984329223633, 26.3608341217041, 28.779560089111328, 32.91702651977539, 45.35696029663086, 43.97610855102539, 41.903114318847656, 38.10460662841797, 32.57533645629883, -13.012228012084961, -5.413441181182861, 2.1839945316314697, 9.091654777526855, 18.765155792236328, 91.98384857177734, 91.98384857177734, 90.25694274902344, 90.25694274902344, 85.07615661621094]"
contour_1647_5_3,Implication,RFR,"[9.091654777526855, 7.364748477935791, 5.63781213760376, 5.63781213760376, 5.63781213760376, 2.1839945316314697, 0.11236238479614258, -2.9968156814575195, -6.104552745819092, -9.21787166595459, -15.426475524902344, 3.226365089416504, 22.906984329223633, 34.65077590942383, 42.9402961730957, -10.250884056091309, -7.485753059387207, -4.723706245422363, -2.9968156814575195, -2.9968156814575195]"
contour_1647_6_1,Contradiction,Presumption Contour,"[-13.725590705871582, -7.480595111846924, -4.723706245422363, -0.5832380056381226, 3.508302688598633, 22.562294006347656, 25.325725555419922, 26.3608341217041, 25.325725555419922, 20.833677291870117, -46.85952377319336, -44.44287872314453, -40.98904800415039, -40.98904800415039, -38.573795318603516, -30.62750816345215, -32.35444259643555, -34.081356048583984, -40.64297866821289, -44.44287872314453]"
contour_1647_6_2,Incredulity,Yes/No Rise,"[25.667646408081055, 27.743061065673828, 29.814680099487305, 31.885995864868164, 33.94499588012695, 36.72239303588867, 33.96034240722656, 24.633928298950195, 14.621939659118652, 3.1636006832122803, -16.812152862548828, -15.774965286254883, -15.08522891998291, -10.939583778381348, -6.802210807800293, 46.04875946044922, 55.71847152709961, 48.81078338623047, 28.781293869018555, 32.57880783081055]"
contour_1647_6_3,Implication,Fall,"[28.776121139526367, 26.7069091796875, 26.3608341217041, 24.287511825561523, 22.20170021057129, 12.200801849365234, 9.783453941345215, 3.910888671875, -7.4702630043029785, -24.16617202758789, -5.413441181182861, 0.11236238479614258, 2.1839945316314697, 5.293115615844727, 3.910888671875, -30.62750816345215, -56.53129959106445, -65.1659164428711, -75.52743530273438, -84.16201782226562]"
contour_1647_7_1,Contradiction,Presumption Contour,"[41.903114318847656, 43.97610855102539, 43.63003158569336, 45.35696029663086, 48.11590576171875, 52.264625549316406, 43.63003158569336, 31.541637420654297, 21.180091857910156, 0.4570642113685608, -51.35054397583008, -53.07746887207031, -51.35054397583008, -51.35054397583008, -51.35054397583008, -51.00446701049805, -49.62361145019531, -47.89672088623047, -45.477989196777344, -44.44287872314453]"
contour_1647_7_2,Incredulity,Yes/No Rise,"[12.545499801635742, 14.272431373596191, 17.72623062133789, 19.453168869018555, 26.32668685913086, 43.63003158569336, 40.17619705200195, 38.44929885864258, 33.96034240722656, 25.665910720825195, 14.272431373596191, 12.545499801635742, 12.545499801635742, 12.545499801635742, 15.999347686767578, 72.9876937866211, 79.8953857421875, 86.80308532714844, 93.71075439453125, 98.89156341552734]"
contour_1647_7_3,Implication,RFR,"[0.4570642113685608, -1.26988685131073, -1.26988685131073, -1.26988685131073, -1.26988685131073, -9.90446662902832, -15.08522891998291, -21.992910385131836, -27.173677444458008, -37.53520584106445, -54.11258316040039, -54.80438232421875, -49.62361145019531, -36.8416748046875, -21.301109313964844, -49.96831130981445, -51.35054397583008, -51.35054397583008, -47.89672088623047, -44.794410705566406]"
contour_1648_5_2,Incredulity,Yes/No Rise,"[-3.720623731613159, -7.174445629119873, -10.628291130065918, -10.628291130065918, -10.628291130065918, -8.901384353637695, -10.628291130065918, -12.355218887329102, -14.082146644592285, -16.155502319335938, -5.447542190551758, -4.755741119384766, -1.993709921836853, -0.2668202519416809, 2.1536471843719482, 27.363950729370117, 27.363950729370117, 32.544700622558594, 40.834625244140625, 49.12420654296875]"
contour_1648_6_1,Contradiction,Presumption Contour,"[151.70220947265625, 149.9752960205078, 144.79454040527344, 134.43301391601562, 116.94298553466797, 147.5586395263672, 153.08444213867188, 153.42913818359375, 149.63059997558594, 125.51899719238281, 79.51768493652344, 77.44468688964844, 73.99083709716797, 72.26393127441406, 67.427490234375, 84.35233306884766, 91.260009765625, 94.71387481689453, 94.71387481689453, 94.71387481689453]"
contour_1648_7_3,Implication,RFR,"[42.21303176879883, 44.28847885131836, 49.813934326171875, 49.813934326171875, 49.813934326171875, 20.805789947509766, 14.930806159973145, 11.821681022644043, 5.607493877410889, -2.355792760848999, -24.44367218017578, -15.809080123901367, -0.2668202519416809, 18.729360580444336, 48.087032318115234, -52.76763153076172, -50.69219970703125, -50.34749984741211, -50.34749984741211, -50.34749984741211]"
contour_1649_6_2,Incredulity,Yes/No Rise,"[3.7802324295043945, 5.507137298583984, 7.234060287475586, 7.234060287475586, 3.7715578079223633, 5.507137298583984, 4.817408561706543, 2.0532870292663574, -1.7417844533920288, -7.3180975914001465, -105.01571655273438, -106.74264526367188, -106.74264526367188, -106.74264526367188, -110.20516967773438, 14.141777992248535, 46.95325469970703, 62.49553680419922, 67.67630767822266, 76.31094360351562]"
contour_1649_7_1,Contradiction,Presumption Contour,"[92.19928741455078, 90.8180923461914, 84.94556427001953, 73.56437683105469, 56.8683967590332, -42.84660720825195, -60.1158447265625, -68.75041961669922, -73.93116760253906, -80.8388671875, -113.65032196044922, -118.83108520507812, -120.55796813964844, -118.83108520507812, -119.86618041992188, -116.07044982910156, -113.9950180053711, -113.65032196044922, -109.5098648071289, -105.4183349609375]"
contour_1649_7_3,Implication,RFR,"[12.414835929870605, 12.414835929870605, 8.960984230041504, 10.687939643859863, 17.56150245666504, 54.89981460571289, 63.187339782714844, 67.67630767822266, 68.36811828613281, 58.34676742553711, -5.853237152099609, -20.050556182861328, -25.577404022216797, -27.304323196411133, -27.304323196411133, -2.0850954055786133, 9.652800559997559, -3.1274659633636475, -7.616390228271484, 16.565631866455078]"
contour_1654_5_2,Incredulity,Yes/No Rise,"[74.51270294189453, 83.14727020263672, 95.23570251464844, 114.23179626464844, 127.91207122802734, 147.0433349609375, 147.0433349609375, 147.0433349609375, 147.0433349609375, 143.92864990234375, -22.194881439208984, -15.976905822753906, -11.833338737487793, -8.379517555236816, -9.76035213470459, 85.91136932373047, 96.6179428100586, 103.87032318115234, 112.50487518310547, 120.10436248779297]"
contour_1654_5_3,Implication,Upstepped Fall,"[103.17713165283203, 105.25255584716797, 109.05106353759766, 111.12232208251953, 113.1812744140625, 126.66631317138672, 129.0843505859375, 129.7740936279297, 129.7740936279297, 129.7740936279297, 111.1240463256836, 118.72282409667969, 124.59333038330078, 128.04718017578125, 125.28685760498047, -1.4718378782272339, -13.560266494750977, -17.014101028442383, 77.96652221679688, 247.20477294921875]"
contour_1654_6_1,Contradiction,Contradiction Contour,"[170.52537536621094, 176.059814453125, 181.58184814453125, 185.38519287109375, 190.86219787597656, 171.2202911376953, 164.31256103515625, 153.95101928710938, 136.68179321289062, 119.19171905517578, -42.57184982299805, -41.190975189208984, -41.190975189208984, -37.04536056518555, -32.907989501953125, -6.9938483238220215, 23.747451782226562, 57.243507385253906, 81.07566833496094, 86.60111236572266]"
contour_1654_6_2,Incredulity,Yes/No Rise,"[45.4993782043457, 42.738380432128906, 39.97428512573242, 38.93916702270508, 36.16361618041992, 76.2396011352539, 76.2396011352539, 76.2396011352539, 72.44453430175781, 66.86827087402344, -41.190975189208984, -39.808773040771484, -39.464080810546875, -37.391090393066406, -33.5949821472168, 83.1730728149414, 137.72068786621094, 153.95101928710938, 161.20480346679688, 176.4010467529297]"
contour_1654_7_1,Contradiction,Contradiction Contour,"[142.89454650878906, 147.73512268066406, 152.22409057617188, 157.75439453125, 163.23143005371094, 161.5556640625, 142.59060668945312, 103.87032318115234, 57.34650802612305, 24.809391021728516, -24.611562728881836, -31.17418670654297, -36.0102424621582, -37.73716354370117, -38.77227783203125, -58.46023941040039, -88.1590805053711, -51.552547454833984, -13.901496887207031, 1.6372989416122437]"
contour_1654_7_2,Incredulity,Yes/No Rise,"[7.162777423858643, 7.162777423858643, 7.162777423858643, 7.162777423858643, 7.162777423858643, 15.79738998413086, 15.79738998413086, 14.070450782775879, 14.070450782775879, 12.343545913696289, -10.79615592956543, -17.358795166015625, -22.194881439208984, -27.02959632873535, -31.869783401489258, -60.187137603759766, -60.187137603759766, -53.27947235107422, -24.60984230041504, 23.778348922729492]"
contour_1654_7_3,Implication,RFR,"[68.98552703857422, 71.75067138671875, 74.51270294189453, 75.54987335205078, 78.30056762695312, 104.5621337890625, 100.7625503540039, 95.23570251464844, 87.6400146484375, 76.57527923583984, 16.83456802368164, 10.271940231323242, 7.162777423858643, 5.435853004455566, 0.9416848421096802, -25.993446350097656, 6.821536540985107, 45.155029296875, 62.424293518066406, 34.448822021484375]"
