file,info,label,f0
contour_1619_4_2,Incredulity,No label,"[-4.087242126464844, 4.203353404998779, 17.669221878051758, 31.83928871154785, 44.20866775512695, 60.50614547729492, 74.31292724609375, 78.11148071289062, 67.06192779541016, 92.28153228759766, -42.773014068603516, -51.407615661621094, -39.319175720214844, -28.95767593383789, -19.63125991821289]"
contour_1619_4_3,Implication,No label,"[-9.961520195007324, -8.234617233276367, -6.5077009201049805, -6.5077009201049805, -6.5077009201049805, -12.378188133239746, -22.737987518310547, -42.773014068603516, -85.24906921386719, -41.02030563354492, 4.8927483558654785, 35.97563552856445, -15.142253875732422, -48.9889030456543, 1.093503475189209]"
contour_1619_8_1,Contradiction,No label,"[124.73827362060547, 129.91903686523438, 135.0998077392578, 128.192138671875, 117.75187683105469, 89.51019287109375, 93.65377044677734, 71.20379638671875, 32.18153762817383, 12.152366638183594, -62.11383819580078, -73.85758209228516, -82.49217987060547, -71.43885040283203, 14.571739196777344]"
contour_1619_8_2,Incredulity,No label,"[-32.41151428222656, -34.1384391784668, -34.1384391784668, -28.95767593383789, -18.672496795654297, 2.1268954277038574, 0.39996787905693054, -3.0538597106933594, -8.579309463500977, -9.961520195007324, -99.7613754272461, -100.10607147216797, -80.76526641845703, -42.755699157714844, 29.783552169799805]"
contour_1645_1_1,Contradiction,Contradiction Contour,"[67.56898498535156, 83.45868682861328, 101.75786590576172, 114.888671875, 140.3555908203125, 191.5577392578125, 191.5577392578125, 184.6500701904297, 165.65386962890625, 129.38861083984375, -108.23455810546875, -107.19942474365234, -102.0186767578125, -84.05596160888672, -43.27752685546875]"
contour_1645_2_1,Contradiction,Presumption Contour,"[151.83851623535156, 153.22073364257812, 146.65774536132812, 140.09616088867188, 135.2559814453125, 16.11914825439453, -1.84022855758667, -31.214982986450195, -47.44180679321289, -68.23821258544922, -134.83018493652344, -148.64556884765625, -129.6494140625, -112.38020324707031, -110.65328979492188]"
contour_1645_2_2,Incredulity,Yes/No Rise,"[-22.580364227294922, -22.580364227294922, -20.853425979614258, -18.782148361206055, -16.723188400268555, -14.290471076965332, -19.467754364013672, -26.03423309326172, -30.17779541015625, -31.214982986450195, -121.01482391357422, -88.20331573486328, 37.86185073852539, 124.20783996582031, 151.83851623535156]"
contour_1645_4_2,Incredulity,Yes/No Rise,"[23.710399627685547, 46.85280990600586, 67.21949768066406, 80.00142669677734, 86.90394592285156, 87.25277709960938, 69.30278015136719, 18.865711212158203, -23.6137638092041, -26.03423309326172, -79.5687484741211, -12.513479232788086, 65.49254608154297, 181.5457305908203, 205.37313842773438]"
contour_1645_4_3,Implication,RFR,"[20.5926513671875, 20.5926513671875, 18.865711212158203, 12.651556015014648, 4.688253879547119, -11.52190113067627, -39.82368469238281, -76.11490631103516, -106.16223907470703, -92.34517669677734, -31.214982986450195, 27.500322341918945, 20.5926513671875, -26.03423309326172, -5.311211109161377]"
contour_1645_9_2,Incredulity,Yes/No Rise,"[-34.66879653930664, -29.488059997558594, -24.307300567626953, -17.39959144592285, -10.526082992553711, 127.66167449951172, 127.66167449951172, 127.66167449951172, 120.07979583740234, 108.82483673095703, -152.0994110107422, -64.71102142333984, 18.865711212158203, 149.79086303710938, 210.55392456054688]"
contour_1645_9_3,Implication,RFR,"[6.77722692489624, 6.77722692489624, 5.050308704376221, 5.050308704376221, 5.050308704376221, -9.493927001953125, -17.733903884887695, -24.307300567626953, -28.45606803894043, -32.655147552490234, -107.09644317626953, -16.360687255859375, 27.500322341918945, 25.773408889770508, 27.500322341918945]"
contour_1646_1_3,Implication,RFR,"[-11.201446533203125, -18.10911750793457, -25.01679039001465, -35.37835693359375, -45.81856918334961, -66.46293640136719, -80.2782974243164, -88.91289520263672, -97.54747009277344, -101.00131225585938, -114.8166732788086, -25.69101333618164, 2.6139562129974365, -12.236572265625, -21.562942504882812]"
contour_1646_2_1,Contradiction,Contradiction Contour,"[31.97159194946289, 33.698516845703125, 37.1523551940918, 37.1523551940918, 37.1523551940918, 144.22140502929688, 145.94833374023438, 145.94833374023438, 145.94833374023438, 142.83364868164062, -102.72823333740234, -156.2627716064453, -159.71658325195312, -97.54747009277344, -49.19370651245117]"
contour_1646_2_2,Incredulity,Yes/No Rise,"[-1.533097267150879, 0.5423187017440796, 0.8870151042938232, 0.8870151042938232, 0.8870151042938232, 147.6752471923828, 149.40219116210938, 152.85604858398438, 154.5829620361328, 154.5829620361328, -112.3824691772461, -152.80889892578125, -123.4512939453125, -44.33367156982422, 88.62384796142578]"
contour_1646_2_3,Implication,RFR,"[-16.037851333618164, -18.10911750793457, -19.836023330688477, -25.358049392700195, -30.93433380126953, -82.34988403320312, -87.5272216796875, -94.09364318847656, -95.82054901123047, -98.93523406982422, -74.05513763427734, 44.767330169677734, 38.879295349121094, -1.8750314712524414, 35.080753326416016]"
contour_1646_4_1,Contradiction,Contradiction Contour,"[89.30945587158203, 124.23283386230469, 151.12911987304688, 156.65597534179688, 160.45213317871094, 166.33021545410156, 192.5752410888672, 189.1214141845703, 154.6002960205078, 110.73566436767578, -87.87052154541016, -125.17820739746094, -94.09364318847656, 8.867988586425781, 71.69074249267578]"
contour_1646_4_2,Incredulity,Yes/No Rise,"[11.24853515625, 18.156217575073242, 26.79084587097168, 33.698516845703125, 40.572078704833984, 47.513893127441406, 49.932613372802734, 45.78697967529297, 25.413436889648438, 24.719226837158203, -67.498046875, -20.869417190551758, 47.513893127441406, 88.61522674560547, 96.55944061279297]"
contour_1646_8_2,Incredulity,Yes/No Rise,"[-4.29376745223999, 9.521625518798828, 40.606197357177734, 68.23692321777344, 69.96385192871094, -71.98836517333984, -76.13262176513672, -82.00518798828125, -92.01719665527344, -100.3355484008789, -92.36670684814453, -95.82054901123047, -73.37057495117188, -50.920623779296875, 0.8870151042938232]"
contour_1646_8_3,Implication,Upstepped Fall,"[10.209996223449707, 8.140764236450195, 6.067782402038574, 3.9944536685943604, 1.9086353778839111, 16.429317474365234, 16.429317474365234, 16.429317474365234, 12.975454330444336, 12.975454330444336, 80.67484283447266, 111.4098892211914, 61.32927322387695, -36.29957580566406, -124.14102172851562]"
contour_1646_9_3,Implication,RFR,"[10.209996223449707, 8.140764236450195, 6.067782402038574, 3.9944536685943604, 1.9086353778839111, -15.010263442993164, -19.142498016357422, -23.289880752563477, -33.6776008605957, -44.38663101196289, 185.6676025390625, 14.702383041381836, -19.836023330688477, -50.920623779296875, -18.10911750793457]"
contour_1647_1_1,Contradiction,Fall,"[24.633928298950195, 31.541637420654297, 38.44929885864258, 47.08387756347656, 53.95744323730469, 60.8992805480957, 53.99154281616211, 40.17619705200195, 26.3608341217041, 2.1839945316314697, -59.985172271728516, -54.80438232421875, -47.89672088623047, -46.16978454589844, -46.51448440551758]"
contour_1647_1_2,Incredulity,Yes/No Rise,"[-21.992910385131836, -21.992910385131836, -18.539060592651367, -14.393424034118652, -7.165992259979248, 7.364748477935791, 9.091654777526855, 7.364748477935791, -1.26988685131073, -15.08522891998291, -73.8005142211914, -67.58085632324219, -23.719823837280273, -7.831484317779541, -7.140367031097412]"
contour_1647_1_3,Implication,RFR,"[15.999347686767578, 15.999347686767578, 15.999347686767578, 15.999347686767578, 15.999347686767578, 15.999347686767578, 12.200801849365234, 3.910888671875, -6.104552745819092, -23.365137100219727, -33.04246139526367, -17.84726333618164, -16.812152862548828, -23.719823837280273, -24.06451988220215]"
contour_1647_2_2,Incredulity,Yes/No Rise,"[-7.8332109451293945, -9.90446662902832, -11.63138484954834, -16.120349884033203, -18.895896911621094, 12.545499801635742, 8.058274269104004, 2.1839945316314697, -5.75367546081543, -22.360200881958008, -32.35444259643555, -26.82760238647461, -6.450626373291016, 7.364748477935791, -4.03191614151001]"
contour_1647_2_3,Implication,RFR,"[9.780013084411621, 7.710819244384766, 3.910888671875, -2.3154094219207764, -8.655723571777344, 50.537715911865234, 41.903114318847656, 26.3608341217041, 12.545499801635742, 12.545499801635742, 14.964231491088867, 12.200801849365234, -4.723706245422363, 5.293115615844727, 7.364748477935791]"
contour_1647_3_1,Contradiction,Presumption Contour,"[12.199077606201172, 14.964231491088867, 17.72623062133789, 20.4903564453125, 23.2410945892334, 33.61460876464844, 22.217260360717773, 9.091654777526855, -5.06496524810791, -19.227079391479492, -101.43120574951172, -105.920166015625, -84.16201782226562, -75.52743530273438, -78.98127746582031]"
contour_1647_3_2,Incredulity,Yes/No Rise,"[-21.992910385131836, -21.992910385131836, -21.992910385131836, -20.265993118286133, -20.265993118286133, -8.52225399017334, -10.939583778381348, -13.358301162719727, -15.08522891998291, -15.429925918579102, -48.58644485473633, -51.00446701049805, -32.35444259643555, -18.883758544921875, -10.59420108795166]"
contour_1647_4_1,Contradiction,Fall,"[12.545499801635742, 14.272431373596191, 15.999347686767578, 17.72623062133789, 17.72623062133789, 15.309614181518555, 8.403636932373047, -2.9968156814575195, -16.118621826171875, -33.731849670410156, -23.719823837280273, -26.82760238647461, -37.53520584106445, -42.71598434448242, -45.132606506347656]"
contour_1647_4_2,Incredulity,Yes/No Rise,"[25.667646408081055, 27.743061065673828, 28.087757110595703, 30.159034729003906, 32.217994689941406, 33.96034240722656, 34.65077590942383, 26.3608341217041, 13.587865829467773, -13.008790969848633, -13.358301162719727, -1.6111265420913696, 19.453168869018555, 24.633928298950195, 19.453168869018555]"
contour_1647_4_3,Implication,RFR,"[2.1839945316314697, 2.1839945316314697, 0.4570642113685608, 0.4570642113685608, 0.4570642113685608, -4.03191614151001, -13.012228012084961, -25.44675064086914, -38.905757904052734, -76.2171630859375, 3.910888671875, -11.976079940795898, -15.08522891998291, 5.293115615844727, 15.999347686767578]"
contour_1647_8_1,Contradiction,Contradiction Contour,"[-16.812152862548828, -16.812152862548828, -18.539060592651367, -13.358301162719727, 0.32193058729171753, 69.87821960449219, 67.80695343017578, 66.08002471923828, 64.3531265258789, 64.3531265258789, -75.87212371826172, -47.54200744628906, -13.358301162719727, 11.16809368133545, 21.180091857910156]"
contour_1647_8_2,Incredulity,Yes/No Rise,"[-9.90446662902832, -9.90446662902832, -13.358301162719727, -19.584579467773438, -25.924875259399414, 9.091654777526855, 9.091654777526855, 7.364748477935791, 5.63781213760376, 2.1753089427948, -66.8928451538086, -53.07746887207031, -20.265993118286133, 7.364748477935791, 21.180091857910156]"
contour_1647_8_3,Implication,Other Fall,"[-17.15684700012207, -20.265993118286133, -23.719823837280273, -25.44675064086914, -22.34445571899414, -20.265993118286133, -21.992910385131836, -25.44675064086914, -28.900590896606445, -32.36307907104492, 1.8427308797836304, 18.072307586669922, 15.999347686767578, -2.3032779693603516, -26.48187255859375]"
contour_1647_9_1,Contradiction,Yes/No Rise,"[80.92910766601562, 83.00453186035156, 85.07615661621094, 89.21665954589844, 93.3082275390625, 121.34151458740234, 121.34151458740234, 109.25309753417969, 90.25694274902344, 50.537715911865234, 7.714249134063721, 35.69242477416992, 76.4415283203125, 90.60301208496094, 90.25694274902344]"
contour_1647_9_2,Incredulity,Yes/No Rise,"[-31.320693969726562, -29.24528694152832, -27.173677444458008, -23.03316879272461, -18.941585540771484, -8.177560806274414, -8.177560806274414, -8.177560806274414, -6.106270790100098, -4.047297477722168, -63.439002990722656, -58.258243560791016, -28.900590896606445, 12.545499801635742, 22.906984329223633]"
contour_1648_1_3,Implication,RFR,"[25.98310661315918, 21.493453979492188, 10.09475326538086, -5.7887797355651855, -14.428567886352539, -14.082146644592285, -19.26291275024414, -24.44367218017578, -37.904361724853516, -53.80134201049805, -22.024932861328125, -0.6115098595619202, 8.367817878723145, -23.404748916625977, -52.074440002441406]"
contour_1648_2_1,Contradiction,Fall,"[212.14442443847656, 210.4175262451172, 206.96365356445312, 205.23672485351562, 208.6820068359375, 279.494384765625, 281.2212829589844, 279.494384765625, 276.73406982421875, 271.54632568359375, 252.55538940429688, 195.5687713623047, 99.89461517333984, -18.56594467163086, 9.405012130737305]"
contour_1648_2_2,Incredulity,Yes/No Rise,"[113.70997619628906, 115.4368896484375, 111.98304748535156, 108.52922058105469, 111.97447204589844, 152.74111938476562, 146.1802215576172, 137.8868408203125, 127.18926239013672, 108.3707275390625, -3.720623731613159, 9.405012130737305, 92.98694610595703, 202.13758850097656, 246.68284606933594]"
contour_1648_3_3,Implication,RFR,"[-6.828375339508057, -7.174445629119873, -10.628291130065918, -12.355218887329102, -12.355218887329102, -30.314172744750977, -33.4229850769043, -43.439788818359375, -48.274497985839844, -69.34362030029297, -8.901384353637695, 39.45238494873047, 37.7254524230957, 35.65730285644531, 73.64614868164062]"
contour_1648_4_1,Contradiction,Upstepped Fall,"[241.50209045410156, 239.77517700195312, 246.68284606933594, 258.7712707519531, 263.9520568847656, 263.60736083984375, 254.28231811523438, 232.867431640625, 211.808349609375, 209.72950744628906, 300.2174072265625, 273.28363037109375, 101.6215591430664, -41.01934814453125, -36.182621002197266]"
contour_1648_4_3,Implication,RFR,"[2.4973011016845703, 1.4601168632507324, -0.2668202519416809, -3.374551296234131, -8.214736938476562, -17.53597640991211, -36.532127380371094, -60.70902633666992, -81.43206787109375, -95.24739074707031, 26.3305606842041, 157.920166015625, 136.159912109375, 142.03248596191406, 206.9807891845703]"
contour_1648_8_1,Contradiction,Polarity Focus,"[220.7790069580078, 215.59828186035156, 212.14442443847656, 208.69056701660156, 205.2280731201172, 183.1328582763672, 171.7355194091797, 143.06759643554688, 98.19358825683594, 52.57976531982422, -38.948787689208984, -50.69219970703125, -84.88591003417969, -74.1783218383789, -83.49507141113281]"
contour_1648_8_3,Implication,Contradiction Contour,"[109.92182159423828, 127.55113983154297, 144.79454040527344, 152.39401245117188, 159.6214599609375, 230.45079040527344, 230.7958221435547, 222.50592041015625, 198.6993865966797, 176.1868896484375, -80.04985046386719, -83.15898895263672, -84.88591003417969, -74.16968536376953, -43.78448486328125]"
contour_1648_9_1,Contradiction,Polarity Focus,"[260.4981994628906, 256.6996765136719, 251.86358642578125, 237.7139129638672, 210.9561309814453, 23.910114288330078, 23.910114288330078, 260.4981994628906, 263.9520568847656, 255.3174285888672, 3.187035322189331, -10.628291130065918, -22.71673011779785, -33.078285217285156, -62.43593978881836]"
contour_1648_9_3,Implication,RFR,"[27.363950729370117, 27.363950729370117, 27.363950729370117, 26.328834533691406, 23.553298950195312, 22.529264450073242, 21.148069381713867, 17.002429962158203, 7.036805629730225, -3.3814496994018555, 11.821681022644043, 48.087032318115234, 75.7177505493164, 73.99083709716797, 77.44468688964844]"
contour_1649_2_2,Incredulity,Yes/No Rise,"[-20.751644134521484, -24.88387680053711, -29.03125762939453, -31.10457992553711, -33.19039535522461, 60.76860427856445, 64.22246551513672, 67.67630767822266, 71.1301498413086, 74.57539367675781, -33.16963195800781, -39.73401641845703, 17.59560203552246, 76.66044616699219, 88.65203857421875]"
contour_1649_2_3,Implication,RFR,"[-19.024669647216797, -23.15697479248047, -29.03125762939453, -31.10457992553711, -33.19039535522461, 42.11857223510742, 43.49943161010742, 43.49943161010742, 45.91813278198242, 50.05552673339844, 27.957088470458984, 55.587833404541016, -3.1274659633636475, -11.762042045593262, 25.895692825317383]"
contour_1649_3_3,Implication,Fall,"[-1.400528073310852, -3.1274659633636475, -6.581264972686768, -8.308197021484375, -8.308197021484375, 1.7120671272277832, 9.654516220092773, 19.322498321533203, 32.79315185546875, 35.896812438964844, -70.47731018066406, -64.60478210449219, -68.75041961669922, -98.42347717285156, -114.6524658203125]"
contour_1649_4_2,Incredulity,Yes/No Rise,"[-4.854349136352539, -1.745227336883545, 17.59560203552246, 28.303163528442383, 33.826210021972656, 40.04558563232422, 43.49943161010742, 46.95325469970703, 60.76860427856445, 100.4878158569336, -51.82246398925781, -63.914371490478516, -20.39663314819336, 27.62278175354004, 78.72966766357422]"
contour_1649_4_3,Implication,Contradiction Contour,"[98.41622161865234, 113.62901306152344, 131.57241821289062, 139.5172576904297, 147.45899963378906, 148.84156799316406, 147.11465454101562, 145.38772583007812, 143.66082763671875, 119.48396301269531, -75.30338287353516, -108.12350463867188, -105.01571655273438, -41.454002380371094, -0.014865074306726456]"
contour_1649_8_2,Incredulity,Yes/No Rise,"[-19.016117095947266, -16.251005172729492, -10.035127639770508, 2.079091787338257, 15.592222213745117, 84.94556427001953, 82.1834945678711, 76.31094360351562, 53.8867301940918, 39.29829406738281, -124.70157623291016, -123.66576385498047, -108.4695816040039, -48.22930145263672, 23.813526153564453]"
contour_1649_9_2,Incredulity,Yes/No Rise,"[-37.66585159301758, -35.938926696777344, -34.211997985839844, -32.48508071899414, -29.03981590270996, 46.95325469970703, 46.95325469970703, 46.95325469970703, 46.95325469970703, 43.490745544433594, -122.28489685058594, -116.06526947021484, -15.215885162353516, -4.160823345184326, 39.04667663574219]"
contour_1649_9_3,Implication,Fall,"[15.5222806930542, 17.59560203552246, 19.322498321533203, 19.322498321533203, 19.322498321533203, 49.71734619140625, 58.35367202758789, 65.94938659667969, 71.82368469238281, 78.72622680664062, 186.8338165283203, -60.803863525390625, -53.2081413269043, -67.36817932128906, -75.6580810546875]"
contour_1654_1_1,Contradiction,Contradiction Contour,"[164.31256103515625, 178.12799072265625, 190.2164306640625, 198.85098266601562, 205.72450256347656, 216.1201171875, 216.1201171875, 210.93936157226562, 201.96011352539062, 188.1222381591797, -48.443389892578125, -61.222267150878906, -65.36788177490234, -52.587669372558594, -34.62803268432617]"
contour_1654_1_2,Incredulity,Yes/No Rise,"[13.375527381896973, 18.909976959228516, 24.431983947753906, 32.73051071166992, 40.909812927246094, 58.97042465209961, 64.15119934082031, 67.60504913330078, 65.87810516357422, 55.51658630371094, -56.73332214355469, -55.006378173828125, -41.190975189208984, -7.6859893798828125, 21.66995620727539]"
contour_1654_1_3,Implication,RFR,"[154.28671264648438, 158.4437713623047, 162.58563232421875, 166.7261505126953, 170.8177490234375, 178.12799072265625, 178.12799072265625, 179.85491943359375, 176.0563507080078, 166.37515258789062, -30.135963439941406, 4.746115207672119, 3.7089250087738037, -27.375669479370117, -11.833338737487793]"
contour_1654_2_1,Contradiction,Presumption Contour,"[178.47406005859375, 179.85491943359375, 178.12799072265625, 157.4306640625, 119.42987823486328, 12.343545913696289, 12.343545913696289, 15.79738998413086, 20.63690185546875, 25.807327270507812, -44.64485168457031, -49.82562255859375, -51.552547454833984, -53.27947235107422, -32.55642318725586]"
contour_1654_2_2,Incredulity,Yes/No Rise,"[12.343545913696289, 12.343545913696289, 10.6166353225708, 5.435853004455566, 1.9733405113220215, 24.087291717529297, 20.9781494140625, 17.52429962158203, 13.380722045898438, 9.228878021240234, -18.741012573242188, -19.085710525512695, 24.431983947753906, 66.22418212890625, 76.2396011352539]"
contour_1654_2_3,Implication,Upstepped Fall,"[121.13948822021484, 121.13948822021484, 121.13948822021484, 122.1766586303711, 124.92733764648438, 160.85873413085938, 159.1317901611328, 155.67794799804688, 153.95101928710938, 150.83633422851562, 137.71897888183594, 90.41132354736328, -30.82948875427246, -22.194881439208984, -32.55642318725586]"
contour_1654_3_2,Incredulity,Yes/No Rise,"[42.38261032104492, 49.99454116821289, 55.51658630371094, 60.00760269165039, 62.75831604003906, 81.42036437988281, 86.60111236572266, 91.7818832397461, 96.96263885498047, 100.4164810180664, -8.379517555236816, -6.3065266609191895, 10.6166353225708, 34.448822021484375, 63.81509017944336]"
contour_1654_4_1,Contradiction,Contradiction Contour,"[166.39419555664062, 179.5205841064453, 193.67022705078125, 197.1240692138672, 197.1240692138672, 189.18128967285156, 177.09458923339844, 162.58563232421875, 143.9458465576172, 119.7620849609375, -34.62803268432617, -28.065401077270508, 22.7050838470459, 96.62138366699219, 124.24862670898438]"
contour_1654_4_2,Incredulity,Yes/No Rise,"[49.2902946472168, 57.59819412231445, 65.87810516357422, 71.40838623046875, 76.88545227050781, 92.8207778930664, 103.87032318115234, 102.14339447021484, 104.57759857177734, 131.15631103515625, -44.64485168457031, -29.102581024169922, 62.424293518066406, 140.13565063476562, 157.40487670898438]"
contour_1654_4_3,Implication,RFR,"[78.64794921875, 86.95579528808594, 93.5087890625, 101.80731201171875, 109.98662567138672, 130.47103881835938, 147.73512268066406, 150.4971466064453, 146.00820922851562, 150.4971466064453, 63.11781692504883, 74.17145538330078, 12.343545913696289, 30.304569244384766, 68.98725891113281]"
contour_1654_8_1,Contradiction,Contradiction Contour,"[145.31642150878906, 153.95101928710938, 166.0395050048828, 176.4010467529297, 183.27467346191406, 212.30450439453125, 201.28517150878906, 191.94332885742188, 184.69444274902344, 179.1182098388672, -80.91017150878906, -74.00250244140625, -63.640987396240234, -60.187137603759766, 34.793521881103516]"
contour_1654_8_2,Incredulity,Yes/No Rise,"[10.6166353225708, 1.981993317604065, -6.6525983810424805, -10.106422424316406, -10.106422424316406, -6.6525983810424805, -10.106422424316406, -18.741012573242188, -29.102581024169922, -32.5650520324707, -55.006378173828125, -47.406890869140625, -42.917930603027344, -27.026151657104492, 7.8563103675842285]"
contour_1654_9_2,Incredulity,Yes/No Rise,"[24.431983947753906, 24.431983947753906, 22.7050838470459, 20.9781494140625, 17.863449096679688, 41.7011833190918, 41.7011833190918, 39.97428512573242, 37.90093994140625, 35.81510543823242, -67.09481048583984, -65.36788177490234, -51.552547454833984, -8.023151397705078, 24.78152084350586]"
contour_1654_9_3,Implication,Fall,"[36.86476135253906, 34.793521881103516, 33.06657409667969, 32.03147888183594, 29.25600242614746, 62.424293518066406, 64.15119934082031, 65.87810516357422, 65.87810516357422, 69.32341766357422, -41.8807258605957, -24.266521453857422, -32.55642318725586, -11.833338737487793, -8.720755577087402]"
contour_1656_1_1,Contradiction,Presumption Contour,"[106.04491424560547, 121.22803497314453, 127.44216918945312, 122.95494842529297, 114.99173736572266, -74.60761260986328, -75.6427230834961, -72.88069152832031, -71.1537857055664, -61.822208404541016, -133.6676025390625, -138.503662109375, -135.04983520507812, -135.04983520507812, -131.59600830078125]"
contour_1656_1_2,Incredulity,Yes/No Rise,"[-27.634660720825195, -20.723514556884766, -8.984580993652344, 10.739588737487793, 38.383419036865234, 121.57340240478516, 133.31472778320312, 136.0767822265625, 136.0767822265625, 126.74725341796875, -95.67535400390625, -81.85135650634766, 41.09608459472656, 99.47017669677734, 128.48106384277344]"
contour_1656_1_3,Implication,RFR,"[-22.799930572509766, -22.799930572509766, -24.526872634887695, -24.526872634887695, -21.081560134887695, -33.851219177246094, -36.96002960205078, -41.796077728271484, -40.41386795043945, -33.85636901855469, -80.47289276123047, -17.269681930541992, -8.984580993652344, -22.108135223388672, 6.914095878601074]"
contour_1656_2_1,Contradiction,Contradiction Contour,"[88.07247924804688, 96.01288604736328, 96.35758972167969, 92.55905151367188, 85.30281829833984, -76.68093872070312, -75.9850082397461, -79.78834533691406, -86.34133911132812, -94.7439956665039, -71.4950180053711, -84.9691162109375, -86.6960220336914, -40.75371170043945, -8.292779922485352]"
contour_1656_2_2,Incredulity,Yes/No Rise,"[-26.947002410888672, -24.871572494506836, -21.073026657104492, -14.865361213684082, -8.767032623291016, 127.44216918945312, 127.44216918945312, 123.98835754394531, 120.53450012207031, 117.0720443725586, 1.0322707891464233, -5.530718803405762, 49.73064422607422, 89.8045883178711, 126.75415802001953]"
contour_1656_2_3,Implication,RFR,"[42.12807846069336, 48.358428955078125, 56.63834762573242, 63.209930419921875, 71.38924407958984, 68.36504364013672, 58.02916717529297, 48.003726959228516, 36.96803665161133, 25.71307373046875, 19.683307647705078, -24.871572494506836, -15.892273902893066, 30.389869689941406, 46.27680969238281]"
contour_1656_3_3,Implication,RFR,"[50.41205978393555, 58.02401351928711, 63.54602813720703, 66.31014251708984, 69.0609130859375, 34.18840789794922, 10.011551856994629, -14.165336608886719, -24.526872634887695, -29.707645416259766, -21.762754440307617, -24.180795669555664, -27.980735778808594, 9.327017784118652, 35.91532516479492]"
contour_1656_4_2,Incredulity,Yes/No Rise,"[64.58493041992188, 80.47401428222656, 91.17682647705078, 99.1216812133789, 101.53836822509766, 103.26527404785156, 89.8045883178711, 48.003726959228516, 3.811167001724243, 5.5277485847473145, -17.963890075683594, -17.960447311401367, 56.63834762573242, 124.34303283691406, 138.1497802734375]"
contour_1656_4_3,Implication,RFR,"[22.793489456176758, 31.771753311157227, 34.18840789794922, 32.46148681640625, 25.899879455566406, 20.37303924560547, 15.538357734680176, 16.9191951751709, 28.67332649230957, 50.72865676879883, 37.98832321166992, 16.22946548461914, 18.64612579345703, 58.71477508544922, 79.0883560180664]"
contour_1656_8_3,Implication,Upstepped Fall,"[54.218238830566406, 56.29365158081055, 58.36526870727539, 58.36526870727539, 58.36526870727539, 58.70962142944336, 55.948612213134766, 51.45758056640625, 43.17768478393555, 34.77511978149414, 147.1300811767578, 128.1391143798828, 85.99601745605469, -47.530845642089844, -83.93192291259766]"
contour_1656_9_3,Implication,Fall,"[-24.526872634887695, -26.253808975219727, -27.980735778808594, -30.397384643554688, -34.54924011230469, 51.11288070678711, 57.33014678955078, 61.81911849975586, 60.78398513793945, 38.98604965209961, -90.14990234375, -97.05757141113281, -93.60375213623047, -91.8768310546875, -71.1537857055664]"
contour_1657_1_2,Incredulity,No label,"[27.105600357055664, 25.036386489868164, 22.963382720947266, 25.034666061401367, 27.093631744384766, 2.5864341259002686, -3.630167245864868, -8.121211051940918, -14.337080001831055, -16.75578498840332, -77.19799041748047, -68.90462493896484, -46.11341857910156, -28.494722366333008, 1.906049370765686]"
contour_1657_1_3,Implication,No label,"[32.2863655090332, 30.217164993286133, 29.87109375, 31.942354202270508, 34.00130081176758, 15.714447975158691, 7.767192840576172, 5.6941914558410645, 1.8956631422042847, -1.2134876251220703, 32.98883819580078, 82.37571716308594, 104.128662109375, 86.51481628417969, 73.39366149902344]"
contour_1657_2_2,Incredulity,No label,"[6.380843639373779, 0.8629506826400757, -6.394293785095215, -19.48158836364746, -36.520992279052734, -1.2134876251220703, -1.2134876251220703, -1.2134876251220703, 0.5134459137916565, 3.95869779586792, 76.49800109863281, 81.33405303955078, 86.85950469970703, 104.4747314453125, 112.7632827758789]"
contour_1657_2_3,Implication,No label,"[24.3353328704834, 20.203067779541016, 12.601860046386719, -1.9557194709777832, -17.15232276916504, 22.616962432861328, 24.690311431884766, 26.417236328125, 29.181360244750977, 31.932086944580078, 81.33405303955078, 73.7359390258789, 86.85950469970703, 145.92941284179688, 176.31466674804688]"
contour_1657_3_3,Implication,No label,"[6.721103191375732, -1.5495858192443848, -6.394293785095215, -5.3571038246154785, -2.6063575744628906, 16.40521240234375, 22.618684768676758, 28.144176483154297, 35.397926330566406, 51.5921630859375, 7.076422691345215, 69.61608123779297, 83.40569305419922, 63.37441635131836, 94.80608367919922]"
contour_1657_4_2,Incredulity,No label,"[74.77108001708984, 77.53518676757812, 83.40569305419922, 87.55131530761719, 88.58644104003906, 88.58644104003906, 84.44287109375, 73.04412078857422, 47.16619873046875, 37.1231575012207, -13.301963806152344, -0.8639703989028931, 28.144176483154297, 76.52385711669922, 105.16756439208984]"
contour_1657_8_3,Implication,No label,"[19.509538650512695, 14.328771591186523, 9.148036003112793, 12.601860046386719, 19.47542381286621, 21.236452102661133, 14.328771591186523, 0.5134459137916565, -6.394293785095215, -9.85678482055664, -63.03657150268555, -42.63381576538086, 48.86722183227539, 45.762916564941406, 28.490249633789062]"
contour_1657_9_3,Implication,No label,"[48.86722183227539, 48.86722183227539, 48.86722183227539, 46.793907165527344, 44.708106994628906, 45.41338348388672, 45.41338348388672, 45.41338348388672, 45.41338348388672, 45.41338348388672, -2.9404237270355225, 41.285343170166016, 57.5018196105957, 53.35824966430664, 77.89060974121094]"
contour_1658_1_1,Contradiction,Upstepped Fall,"[-7.334553241729736, -13.542825698852539, -24.259033203125, -24.259033203125, -24.259033203125, -10.09762191772461, -5.952676296234131, -1.8091011047363281, -1.8091011047363281, -6.296325206756592, -5.2629475593566895, -12.515312194824219, -34.62059783935547, -28.37013053894043, -25.98596954345703]"
